resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,average_speed,max_speed,has_heartrate,heartrate_opt_out,display_hide_heartrate_option,pr_count,total_photo_count,has_kudoed,suffer_score,description,calories,perceived_exertion,prefer_perceived_exertion,segment_efforts,photos,embed_token,available_zones
3,"{""id"":17349694,""resource_state"":1}",Hello Darkness My Old Friend,0,1200,1200,0,Rowing,4213982284,,,2020-10-18T22:51:44Z,2020-10-18T18:51:44Z,(GMT-05:00) America/Toronto,-14400,,,,,,,,0,4,0,1,0,"{""id"":""a4213982284"",""polyline"":null,""resource_state"":3}",,,1,,everyone,,,,0,0,,,,0,3,,,"First erg workout in 4 years 😭

2 x 10’ at former 60’ pace had me cooked LOL but that was expected

Left achilles was feelin’ a little tender - didn’t wanna push that with a run so figured I’d just hop on this ol’ friend of mine & see what happens. 

Didn’t have an actual workout planned out, figured I’d feel it out hence the “just row”’type of memory screen haha - planning to mix these in maybe once a week or so once it gets real cold & there’ll inevitably be days where I don’t wanna run due to ❄️ 🥶 ",0,,,[],"{""primary"":{""id"":null,""unique_id"":""AC046786-C26C-42AB-8208-7DA1DB70CB0C"",""urls"":{""100"":""https://dgtzuqphqg23d.cloudfront.net/_Q3wADdGowJpfQjW8Xv0-L4sR1Ixf6hikcNC5ipafhw-96x128.jpg"",""600"":""https://dgtzuqphqg23d.cloudfront.net/_Q3wADdGowJpfQjW8Xv0-L4sR1Ixf6hikcNC5ipafhw-576x768.jpg""},""source"":1},""use_primary_photo"":true,""count"":3}",07256a2e412560e2b898ffe91d0d537cd4178025,[]
