resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_cadence,average_watts,weighted_average_watts,kilojoules,device_watts,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,max_watts,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,suffer_score
2,"{""id"":5108599,""resource_state"":1}",FTP Test,16222.6,2711,2711,274,VirtualRide,4542210165,zwift-activity-717030920366743360.fit,4852922269,2020-12-31T03:29:33Z,2020-12-30T19:29:33Z,(GMT-08:00) America/Vancouver,-28800,"[40.779261,-73.965558]","[40.778154,-73.973345]",,,Canada,40.779261,-73.965558,0,3,0,2,0,"{""id"":""a4542210165"",""summary_polyline"":""ku{wFvkmbMjFrEdAn@dGxAxBGl@Lb@h@zAvDp@z@hBpA`BJ^THb@DjBmAdHG~APfB?p@Mr@[`AuB`Cy@`@[?sA_@k@EkCBkCR_AIs@a@mBsBiEsH}JkL{@q@u@UeDN{@SYY[qAa@{@iCyC{AoAy@[}@Gw@JsC~@qBLeBg@uBsA{@aAeAgBc@qAk@yC[w@e@s@a@Ye@MwDQ{@Q[c@w@wBk@y@uAaAoH}Dc@]]i@w@cCc@oBo@kBA]Tq@bAgB`@uANeBIcAi@cBgBsDQuADoAIs@i@y@y@_Aw@aC]c@m@Im@T_@r@Gb@@b@PdAdA|B@f@UdAo@`@q@OgCqCaAs@iDyAa@Ek@PkAxBoAjDUlAc@nEWrA@`A^x@dAv@x@Hr@OX[Tk@h@qCNYb@]xFy@b@Dz@b@x@v@Zp@fAlEVt@f@f@hBx@\\\\p@fBnA|Eh@fA|@p@tDnBtD|Bh@p@|@|B`@j@z@NlDPj@LZRZ`@d@hAl@zCb@rAfAhBx@`AfCzAjB`@~AKhEkAn@?fA^pAfAnC`D^r@VhAZd@|@XzDKl@R|@t@|JpL`EfHfBlBx@f@~@HrCUnCAlCf@hAg@nByBf@}AHy@QeC?w@`@{Cl@wCDsCTaAVa@pAQl@NrB~@r@x@tA`Dj@~@h@d@rChB~@hAd@`AD|@Ef@_AxCS~@?fATdAbA~AdAhArCfBdExBTXTp@B|@[rBoAbEg@x@e@Lw@a@gEwE{DuCmAmAk@cA]oA?_ATa@b@ApCf@p@Ad@ShCwB`@IpAGXWd@{@PMT@j@^h@j@N\\Dr@Kt@]dAmB|Dm@pBAjAf@zCAr@S\\{@f@]`@_AlC]vBD`Al@fA~AlA|BlA~AXhAQ|@{@jAoBd@kA|@}CdEwOz@eCrCqGV_AJaAOaAs@eAkA}@yCeBkAU{@JYXy@bB_@EyAgCY[a@Gi@Pu@n@gCnGc@n@WHsABu@b@}AtAs@Z_Ei@]DUXEfAN`An@pArAvAzErDzA|A`BvBJv@SdAu@n@y@XuA_@}CgCeAmAsEuGyAyAiAo@cGyBoBgA}@}AuA{D_@a@g@Q{@GeCBiCRs@C{@c@mBsB"",""resource_state"":2}",,,,,everyone,,,,4852922269,5.984,20.2,64.9,125.9,134,341.2,1,1,138.1,168,,1,218,132.8,4.4,0,1,,23
2,"{""id"":5108599,""resource_state"":1}",Watopia,5212,747,788,15,VirtualRide,4542123760,zwift-activity-717013924610727296.fit,4852829394,2020-12-31T02:55:34Z,2020-12-30T18:55:34Z,(GMT-08:00) America/Vancouver,-28800,"[-11.636906,166.949628]","[-11.649087,166.957136]",,,Canada,-11.636906,166.949628,0,3,0,5,0,"{""id"":""a4542123760"",""summary_polyline"":""ty_fAcj~y^YOqAaAm@o@_@q@o@{A[oAOeAA{@Bg@H_@N]RY^]j@c@dDyBf@_@b@g@JWB[CMMYSUWSyA}@QWC[BMROVG`AKJEBK?[Ei@q@cGQgAEiA@u@NsA\\kARc@\\k@`@i@\\[v@e@rAm@t@UrA[~Ba@rI_AvB]dA[^QXW^g@^{@v@yBXk@R[p@k@r@c@x@Yl@Kz@E|@Dv@Pr@\\b@X^^b@l@~A~BdAjAVPd@Pj@Jh@BfAE|C_@~Bc@bHiBvK{CjDeAh@Mz@E\\DJFRVDNB\\EhMGdBI|@O|@uAtFMb@i@`AKb@CV@nGAd@I`AGVOTIFWHkAJyFHg@CKCKGY_@Qa@uC_KU_@a@e@]W_@Ma@A_@He@Z]^Sf@G^Ah@Ff@"",""resource_state"":2}",,,,,everyone,,,,4852829394,6.977,11.9,77.5,123,130,91.9,1,,,,,,358,4.8,-6.2,0,1,,
2,"{""id"":5108599,""resource_state"":1}",Morning Hike,19638.2,13929,15306,585.9,Hike,4536371352,garmin_push_6022788468,4846727189,2020-12-29T17:30:31Z,2020-12-29T09:30:31Z,(GMT-08:00) America/Vancouver,-28800,"[49.349691,-123.021878]","[49.349724,-123.022511]",,,Canada,49.349691,-123.021878,0,5,0,1,0,"{""id"":""a4536371352"",""summary_polyline"":""qrelHvuzmVPuAHB`@T\\`@`@TRT`@XLCaAaASa@I_AQq@Wk@WeA@mEGu@WaBEm@Qk@?g@uAoCiCsDiCa@uCJiLbJH`ASLS^}A|FkBjC{CpBsAbCuCzAy@jEe@?iBlBcGdG]lCm@\\{BbDgE|GcBfB{@x@iA~Am@FgCxAcCjEgBrAyBhBuBu@Jl@mAx@kCXaC~Cy@^}FjKToGwBhBaAgAIA_F`BaGiAeA@{GdGkBxAmD^mCkGmDCkAe@gCX_GtCiGd@QXuBaCE?}@_ARz@YNMDY`@WuBkEfCkFrC_A]U?qFUSBke@qJIsAEGwBw@{IaCcBCUQGAkBeBgAkEaEw@aA^FS@WAyA@u@mA}@mCoEyDwFgDjIcFqRsChLR_FqB~C}AsEEjA_EdDkA`BkBcAkBmCkCgCqBrD}CHCC@FGCyAvBIV]`@_Ar@DAiAHCNqBqC{AQCI}Gc@m@pA_CZQMMz@gAB{BlBAvEHg@c@zB_@bBpBbGJdDiEuHp@jA^d@sC_Gs@kDSkGCp@aBnD~CpFo@{AR@ZKJ@DA\\d@[L[?@?_@i@t@fCbAOd@v@OlBfAlBJ~AWhAz@wD`@Ns@qCJBn@c@v@iBC]A_Dl@aBf@Fy@~CpCiDr@k@PZrAwBMxDvBsCFdDlBkC`Bm@b@]ZlAAWhB~Ah@IfAoAbARlD}Be@a@l@@~HiCAa@cAdEnBjBb@?`CL\\LzBA`@kAbCwCHCB@l@g@bHjBtDrAw@bFLG~E}@pAbDnEmDDvA^X|BpCnBTrBhDlBzBfCTrB|Eb@\\ZhBtI_D@DA\\PP?XDFNf@fCMbB~AzBuAlC~@dAEjBbDAAhEoA|A|ALEvAtAzB`HTU\\LpDgE~BBZN~Ai@Cq@rHiAC@dDgA[rBzCuAnABzExC|BAEwAZCtKcEpCfDFh@lC|@zBI|DaAjCkCfBq@~FbAbcBy`Ab@a@z@aAdDqCvBI`CoC|GaDrHpBSC"",""resource_state"":2}",,,,,everyone,,g5570995,,4846727189,1.41,12.6,57.7,,,,,1,108.9,139,,1,,477.1,177.9,0,0,,36
2,"{""id"":5108599,""resource_state"":1}",Morning Run,24062.4,8378,8736,207.5,Run,4530798405,garmin_push_6016941555,4840835274,2020-12-28T16:21:55Z,2020-12-28T08:21:55Z,(GMT-08:00) America/Vancouver,-28800,"[49.263592,-123.132689]","[49.262675,-123.12915]",,,Canada,49.263592,-123.132689,8,6,1,1,0,"{""id"":""a4530798405"",""summary_polyline"":""uztkHnppnVaBRcH@Kr@a@ZKpB}BzEe@XiA]OW@i@SQ]Cc@d@aAm@e@IqCnAoBtBQdB]^k@nB_AXOVSr@E~@c@d@KlBs@nADnA]^oCtAiBb@cBMmAP_@]SwBWq@}@MeE`Aa@Fc@MeCxAqF`Ca@`@kA`CkArAUj@s@dD[zCD|ANx@Vp@jEbCd@f@Tr@MrGFnD{@rGAt@XPW?Uf@AvBPv@hAjAhB^bKjJzBhAz@fAf@xAf@jDJzBl@tBJt@WtKIr@aA`BEn@IjNRhHZd@pARdEpMj@`ChBjFX~ABx@JlOGhGyAbUo@zQS|HOp@WnFAhC[vEKhGBnHl@~CjA`EdArGEt@c@zDc@r@Gn@?pDKjAaAvCeDzLcAvAqAj@k@bAYjCBxBa@dBMnDUxAuBjCw@xCCpBHpBf@lEVxE_@xAEz@ZzCPnE?tIU`DsAnGUbB_@fBiAfDu@xDi@zF?vF}@|M_BbMs@|CUvK]|Eu@vEmA`CKv@_@bJa@jFCtBgAxLHx@vAhELrABrB[`Eo@|Ea@bIGjFs@`GItJb@vBKr@Bh@fAtDVh@~An@bA~@~@tBVfBN\\bAr@pA|DfAvBbA|@xBlA\\d@TvDZn@vCtAh@f@Xf@hA|DvA|ArBf@xF[tAt@p@`Aj@tA_@dJo@tER~@LpAhBzHh@r@~Ab@`Ar@HHD`@DMd@D`Ai@jAcClAwAhBn@rARnFVzDbA~@EhA}@dDyH^_@~@i@j@^lALz@_@zAcCnBgAfAkAh@uAr@wCtAaDdB{AdIyBHk@r@aA|@gCNiADwBZm@jImJ`@Q|@cAZa@V_AtBeB|AiBbAmBZmAAmB_@yAu@qBcBkJyAeEKqBYm@}@s@Ey@HqBwBsI[oBaBoFWi@c@Qq@cBQs@CsBMu@cAwCw@}E}@wCQ}Ao@_B@iBYm@s@uEy@mDo@aFOeEJqFLu@c@mO@oCNoBGu@RaC?w@SoBMaH\\aG@eELsDCsEPcGI_ACuDTgXCeKFcBOwFLmGL}\\JuBEsMHiHGcBR_MIoDHaFBoKDiFTgDQu@?{@JgKAiQPgXE{BHaOVgLQgELeUTgBVcFPoXEkAFmKEuBVmHCqBB{ALu@OoATgEEkADuAMuJDqOLcFCoFPkLIgMVwCEq@qDUEw@uBDIKc@uBCmCFw@SiC{CHOEMg@c@MqAL}@Q?iFPq@OqD?sJPiKIsB[c@sDLgDQ"",""resource_state"":2}",,,,,everyone,,g7243946,,4840835274,2.872,4.4,87.3,,,,,1,148.3,181,,1,,97.7,6,3,0,,82
2,"{""id"":5108599,""resource_state"":1}",Morning Run,15074.3,4817,5081,86.9,Run,4521323730,garmin_push_6007039894,4830787797,2020-12-26T17:48:19Z,2020-12-26T09:48:19Z,(GMT-08:00) America/Vancouver,-28800,"[49.263395,-123.133353]","[49.263675,-123.135635]",,,Canada,49.263395,-123.133353,1,6,0,1,0,"{""id"":""a4521323730"",""summary_polyline"":""}ztkHbppnVSHy@DsAMaCFoAEYX]DUh@Er@Mt@Wp@mBbDe@RO@g@OK_@SMSNoBpG{@jAgA`@mARi@IWUU?}@r@e@Dc@^Wj@Gz@[`@Sj@@b@Qt@e@b@Ev@Pr@?JIL}Ad@aAt@k@XgARg@?g@HaAa@o@Ga@Oa@uBSs@i@Ic@?c@D_Ad@m@Di@ViAEgC|Ae@HcAp@kB|@c@^Wd@i@vAgAvA[j@q@dDIx@QpDDx@Rt@Zj@^TvAp@b@Hd@Tf@~@Jp@D|CIbCBx@?xAMnBc@~AM|@OjBHhDTj@\\\\d@Tb@@d@PhBfBfCxB~CxC~Ax@^X|@`ATl@Pn@Nx@VjD\\dB\\dANv@U|E@vBEz@Mt@{@fAKt@AzBHbFGlH@tBTp@T\\NJz@DJNZdArA`DnBlIrAdEn@xAT`EGrB@pDQnHCnDMvBY~HUpDKrFUpDSpBKxBWpI_@`Fc@|HClBBrBM~G?~@Lv@^fB|@fDzAhID`@q@dGUtAIv@E~AEx@Qr@k@zAeA|EyArF{@pAc@Vw@P]^Uj@WnAC|@?pBIz@St@QjDOt@u@tA}@hAWl@a@lBKx@Cx@Jx@@z@NlBHpBJt@JpBGhAQt@It@f@tDDxDJtBDnDSbFIz@_ApDWnBq@|Cs@zBSrBg@jAl@w@FUK?F[HqBJi@p@eBXaAp@gFh@aC\\sD?_AHwB?uBWqENcB?uBGwBBy@y@_HM{BAu@Iy@TsB\\mBVm@bAeA\\g@Rm@Ns@F}@@cCb@sAD{@?}AFy@Lw@Xi@\\]zAeAt@kAdAoDbAcEpAmEJ{@FsBGaBFy@\\a@P{@PaCAw@Gg@S{@m@{De@_BiAkFKw@Ay@AeF^}MXiE@{Bb@cIn@aJXyHd@eIPcFPsBHyBAgHBeAGaB@wDKoBOy@i@qAqBiHKs@Wo@cBcGIs@Cy@JwDEwFD_CIoDFqDCk@D{BEiLHkECwARsDAgEB{BFw@X_@BkBIeLLuFAoBLwBB}BLcFL]hABfAYvBF|@NnC@|@_Ab@Ad@LjBP~BIB_AQkHLoDC{@WoBOmBFy@f@wBJqA@w@No@CkBHcCA{@Tk@bAi@xBo@h@EnB@`@Wb@Kl@DVo@A_AKu@Fy@TUpAAf@R`AJj@Mf@Rb@GBsA"",""resource_state"":2}",,,,,everyone,,g7243946,,4830787797,3.129,4.3,89.8,,,,,1,157.3,187,,1,,49.9,6,0,0,,88
2,"{""id"":5108599,""resource_state"":1}",Lunch Run,2750.2,2025,2193,43.2,Run,4521321855,garmin_push_6007037772,4830785821,2020-12-25T20:00:05Z,2020-12-25T12:00:05Z,(GMT-08:00) America/Vancouver,-28800,"[49.2639,-123.133426]","[49.263485,-123.133285]",,,Canada,49.2639,-123.133426,0,1,0,1,0,"{""id"":""a4521321855"",""summary_polyline"":""i{tkHlqpnVa@TKTCdBGd@@tBOp@Et@Yb@iABc@Ga@AcBBgAYQKQAe@Ie@BEA_@Ng@OSN[MWCOG@u@Wa@Gg@Wk@g@?}@w@O?Qp@El@O`@]`@a@PS?a@R[b@Yj@a@\\ORShBa@XSp@C^Wt@CDUCc@DWh@Or@?`@e@x@Ef@@t@Q^Y\\D|@Pr@Oh@Y^DbAF\\J`@^Zb@LTO\\]VAb@UjBZh@Gd@Qb@Ht@@JE\\_@v@CNBh@ABDn@HXJb@?PEb@Pb@Mb@Ad@?d@CjAHb@Eb@V\\EVk@@QLuFA{@DgABI`@CE[Og@CkAEOBm@E{ABKB?DO?a@Is@As@TULi@~AM`@QA{@N_BBy@@w@Fw@GWEg@fASLO"",""resource_state"":2}",,,,,everyone,,g7243946,,4830785821,1.358,2.4,56.9,,,,,1,112.1,153,,1,,50.4,6.8,0,0,,5
2,"{""id"":5108599,""resource_state"":1}",Afternoon Run,10211.7,3232,3488,83.2,Run,4514004082,garmin_push_5999056896,4823015294,2020-12-24T21:54:34Z,2020-12-24T13:54:34Z,(GMT-08:00) America/Vancouver,-28800,"[49.26333,-123.134057]","[49.262532,-123.130917]",,,Canada,49.26333,-123.134057,3,3,0,1,0,"{""id"":""a4514004082"",""summary_polyline"":""}ztkH|ppnVa@Je@?[KgAIg@@oAIi@?e@B]~DCFc@PM@G[EESn@Ix@m@hCg@De@Ai@GYQAq@MJUj@Gn@Yn@[l@Or@q@rA{CfAUTmA@ATCJOGYUMQK]CCKDEJ?Na@F[N]\\Qn@Az@U\\WVGf@@n@U`@YVO^PrAINu@b@cAx@s@Zo@T}@AK]KMe@@sBq@g@{Bc@Ui@Ge@De@Jc@Xe@Je@A_@TkA@iAh@_Al@e@HeBnAc@P}@h@[d@s@tAYh@iA~@Wn@o@tD]dEBv@Jr@Xl@^\\`DnA^^Vf@Hv@Bx@@lCQ`ABx@Hr@C~@Ev@SvAOp@QtB@Fb@ChADdBAd@RLP?nBXd@`@Z\\\\bAx@\\`@pAnA`@RZFj@@f@J`@VpBRjA?HBHt@Fx@Bz@@x@Gt@]b@ANJx@t@lAFv@At@@zKG~E?z@o@pAc@TK?a@RYl@CRJf@E~G@tAGbD?jABnCXj@dAf@X`An@~APr@pAzD`B|Fj@zAj@~ANl@Jr@TpEG|@BpDIrBBjDDv@YtBc@Ps@AYBLCL?t@EVG@g@ImD?{DD}BFc@HAd@Bf@?jBBjANlAAd@Bd@KdABf@Fh@Mb@?h@@j@Ff@LlAJb@Md@?dAJbBMvB@hALd@C~ABJq@BeBJInAYh@YPuB@wDZg@NE?CG{@CeFEw@Dy@HQf@?d@HZH`@CHCBOBiB?mDHQjA@lBEPGOgGD}@?qBACiACi@Bm@?sBEMEQc@OiC?c@DyCC}CPgH?{@MmBKu@Cw@A{@NcAQu@GwBSwCJe@Va@Ny@?m@Ew@Bw@GoAFi@MuBKw@Os@G{@I{@Fq@Z{@By@\\uBJqDJ}@CgBHuDCiCL[I_AAsBMmDBaAJ{@A{@?kFDmCTUAYAkA@s@COQoCE[Km@Qo@KWb@UQkDC{@I}@Ly@A_AB_A^Yj@B@KUkC@aCI{B?y@BIPCh@Hd@Cd@Bh@CNGb@a@b@Hb@Dd@MHIHs@FiACiEFkA?a@Dk@FoA?oBKuDa@[cACc@Bu@Cc@Bc@?g@LYXOt@G|@"",""resource_state"":2}",,,,,everyone,,g7243946,,4823015294,3.16,6.9,90.1,,,,,1,165.9,186,,1,,58.2,3,1,0,,87
2,"{""id"":5108599,""resource_state"":1}",Morning Run,10322.5,3375,3410,69.8,Run,4508764276,garmin_push_5993796956,4817488408,2020-12-23T15:08:26Z,2020-12-23T07:08:26Z,(GMT-08:00) America/Vancouver,-28800,"[49.263459,-123.132789]","[49.26361,-123.132785]",,,Canada,49.263459,-123.132789,0,2,0,1,0,"{""id"":""a4508764276"",""summary_polyline"":""gztkHvqpnVo@JcHYg@Kq@VWT[bBc@jA}B`Ec@RYCUS@w@]k@Os@KWCEy@Qe@]GYX_BH}@@{@Zg@`@a@Nc@By@Xi@p@o@\\a@Rw@Em@GWYo@y@cAo@QSm@Cy@@k@Ec@]q@EWFuAAeDEu@?a@DwITu@dAyAPq@FiAGw@Uu@Q][aAKiBM{@[_@a@[[c@G{@?g@D[DO\\a@xAc@HGXa@Jy@?_BI}A@{@A{@Um@c@WgA?_Ak@W@c@Ii@g@]g@UA[g@Qu@c@YUm@Qw@Um@[e@Wo@Ou@Wk@[g@a@oBq@}ACk@?w@\\_BWs@Qq@YwBCy@YqBOcCWsBMs@mAmAM{@BuBAyB@}@BOFExA?Js@BqBC]a@_@[g@Mw@HuDCkCIw@U[WmBAyB[_@mAIg@BOH?~@RrBKv@[d@a@Va@Ws@{B{@?mAQiAAOIGa@]_@_BNMp@BvBErLIz@Wn@Et@?x@C|@?lBFz@Z`@jAT\\VZ`@Cz@Zb@h@LNr@A~@HR^`@Xf@Tr@Xj@^ZJPp@~Az@hCj@xANz@Fv@EbBIx@E|@Bx@Jz@CnD@b@?|@]hAa@nB@xBH|@ZlB\\h@d@TXl@jARnBN^`@\\f@n@rA\\f@Vr@Bz@Cb@Ob@{@nA]`@Wb@Yp@iArBMr@TtB@~@Bn@BD`AdAR^xAnBvAtB?|BQt@[f@Ot@Yj@y@jAoAbCKh@Zn@@t@qBfDcAL}@dBKd@O\\IA_Az@]`@GP\\d@Pn@Ut@]`@g@Dg@GWp@IX`@d@Ip@[d@UTe@NyAvA]_@a@We@Xa@GaAy@c@iBFQGYWS]s@CCHbABv@f@zBDh@bAtELx@^dBl@fBj@rBnAvGbBvH`A|DnAvGv@|Cf@dBfAbC`@^hBbAf@OFDvABrBJd@Pd@Vx@@f@GfBHf@d@b@[CMbCPd@IPq@JoB@cAMkDDiBNy@Hy@S{BCu@BcAFMN?Do@?u@HyCHKBMKq@KgDG}@Ja@FO\\c@t@e@Zc@b@Sb@AzAUh@At@Kt@?TONuBAmAbBFh@IhACvBTnAHQBCkCBoB"",""resource_state"":2}",,,,,everyone,,g7243946,,4817488408,3.059,5.9,90.3,,,,,1,152.7,183,,1,,51,5.8,0,0,,40
2,"{""id"":5108599,""resource_state"":1}",Morning Run,10243.1,3543,3554,69.6,Run,4504541592,garmin_push_5989438437,4813042578,2020-12-22T14:48:20Z,2020-12-22T06:48:20Z,(GMT-08:00) America/Vancouver,-28800,"[49.263343,-123.133059]","[49.263442,-123.133084]",,,Canada,49.263343,-123.133059,0,2,0,1,0,"{""id"":""a4504541592"",""summary_polyline"":""yztkHtppnVoAVm@G{A@o@I[Bg@Ma@He@V{@rCUj@]f@Ur@S^]b@]\\OFg@KIICs@[i@SgAkBw@@{@Tq@Bw@A{@Ps@`@_@Xi@E}@Pi@pAmALc@Bg@EaAu@mA]a@]Ca@QGs@@iAQm@[k@Ei@RmD?y@KcAEyBByBC_AHy@To@x@eAVm@Jw@AWCy@Ss@e@cAQk@KwBQu@o@u@_@i@Ku@@}@Vq@^YpA[Za@Lu@@y@?uCEeAEa@I]a@e@_ABe@A]]a@Sg@C_@[[k@e@OWm@Kk@g@[MUe@yAs@mAa@wAWm@]c@_@mBm@wAI]Cw@Jy@Vs@Iw@Ym@Ou@I{@KsBS{AOuBSmBMs@[c@y@o@Ou@DkBC{@@wBDe@hAB\\GDu@BoBGu@KEg@JWE?qDDy@@wBEqBWi@Iw@?{@MuBYYi@EoA@Kp@Bx@Lv@?z@Q^]\\e@A[k@SiAkACkAUsAGMGUs@}AGSHKp@GhI?lECz@g@hBBv@EtEJt@TRdAP`@T`@`@F^Cz@DJ~@VZnB^\\\\h@Nv@Vn@\\^rAxD`AbBJ^Lx@D|@?|@Gv@SpBFt@Xl@Fb@QrB@zAA|@m@`CMv@AvBFz@\\bBRp@J@~@`AfABd@Id@Yd@b@bB`DVVVr@Nv@Bz@Kv@{AbCgCpEId@PvAFzALv@~DrFp@t@Rr@ExBi@zASr@q@pA]`@Wl@k@bAQr@`@hAOn@u@rAy@jAW@SO}@hAUr@Wj@a@La@Vs@|AFNX^Fb@Qp@Yf@OJs@C]f@KRb@z@Wl@]b@i@T]^[b@a@V{@aAe@Ve@Du@i@}@{B@OWi@q@q@IBRPLlAd@jARr@^jCb@nB`@bBRf@b@fBh@fBFv@jAlG|@bEx@zCtCjMl@bD|@xBx@rAdBdAb@D~AAjAPf@EhDx@f@SxCPdDADm@G{BBmAEsBLo@Hw@^]@}@M_BAw@XqDOiCBuBHu@CwBPaDXg@|AoA`@SjB[f@@bAUd@@TMr@qAJa@AQHu@f@Fh@Gd@Yt@Md@BdBZJ}@B{@?y@Gy@@w@"",""resource_state"":2}",,,,,everyone,,g7243946,,4813042578,2.891,4.2,87.5,,,,,1,149.2,176,,1,,50.7,5.8,0,0,,33
2,"{""id"":5108599,""resource_state"":1}",Afternoon Hike,4907.5,4309,4324,179.9,Hike,4498238904,garmin_push_5982864568,4806348147,2020-12-20T21:14:32Z,2020-12-20T13:14:32Z,(GMT-08:00) America/Vancouver,-28800,"[49.358279,-123.032559]","[49.359299,-123.034805]",,,Canada,49.358279,-123.032559,0,4,0,2,0,"{""id"":""a4498238904"",""summary_polyline"":""ehglHnx|mVSSHUAu@JKL?hANH?XFT^Dd@Vf@^L^VFEFBBDRL`@j@L?b@JJIR@d@OVq@H?^H@[GYUk@MKSKWy@S]WGUyA@]^oCLoBXs@AUYg@Cm@GM]YMQ_@GuABc@CAg@IBc@BGECUEELUIKEDGESCC?@DOGMKOUOMEUc@MJc@f@KXe@Ns@^]RIp@c@^]\\qAHCVo@EGD[Km@V_@L@LITUJANIr@i@Ve@HUHEh@kAJOBSFKr@_@ZK^YRUt@[XQ^[F]\\YREdAg@PO\\a@YJ?GLW`BuBPm@@FD?ZYhAe@THj@g@?Cb@MPAZSRGXa@rAaAB^BA\\CHGR@b@IJBFHb@Dd@@TMz@PT@C@DR\\b@Vj@FX?j@ZtAZp@VDZd@H`@Ax@Ht@Pj@Ed@Qx@Bz@BD?n@BHC\\KHEPa@Pe@Dc@EwCRyACYh@?t@Dz@IVDj@Pr@Gd@Ql@LRHd@Kn@Op@Ap@JZ_@hAMTK?MTUPe@Cc@Fg@Co@QcAi@{BwBc@Qe@@[J_@Xw@Xa@R_@\\e@LIJOFOLWb@WPMT_@hAG`@Ev@G_@MEQDSTkAVe@Ee@@KBWd@CZc@NUh@?^Ld@Bp@HHPJ?JIJKDFLI`@SAODHf@P\\BZ`@h@`@NJJ?FGDQHCXJTCt@NjA@l@Pt@Th@d@l@QR]PFn@K`@DJ?J[^BDKb@FbBc@vATb@a@P_@`@HRL@a@_@AUoAg@UEy@q@e@Ue@Mg@Ga@C}@c@Yc@AFg@IYKIe@[]QYY?@@"",""resource_state"":2}",,,,,everyone,,g7243946,,4806348147,1.139,3.4,56,,,,,1,111.4,161,,1,,341.4,162.7,0,0,,11
2,"{""id"":5108599,""resource_state"":1}",Morning Run,21171.1,6965,7083,107.9,Run,4497473866,garmin_push_5982122624,4805536781,2020-12-20T16:32:23Z,2020-12-20T08:32:23Z,(GMT-08:00) America/Vancouver,-28800,"[49.26324,-123.132463]","[49.263686,-123.135754]",,,Canada,49.26324,-123.132463,6,6,0,1,0,"{""id"":""a4497473866"",""summary_polyline"":""a{tkHpqpnVmFZGtO`@bDY`Ba@b@C~BLbHNrAc@`@yEn@aNUiHXDnB[|CChHQv@IfE{DHqEm@kAq@Wk@c@qEsAyHwGiYuGaZKkAJVOZVx@HdCQ`@nA~EIZwBzAsBD}AnDkFvFgAp@}@nA}@pB}Af@gFhJaAViDnCiCjAcB`BiA\\_OeBsDNmBdAkAvA}BxEMpBaBlC_@fB{B~DiBvAuAvB}EtFsFO{ARoA~@[j@KlAb@`BIvBcAlC_At@s@KcCbAyExDQn@DvBbAvEB|@MxBo@~A}BnBkEj@qBAi@^_@Yw@HmBdBo@S{AoEk@eCm@u@cAa@oIk@mCa@yCFiAc@iGo@}Ct@_AAW[NkCMu@uAmBmA{@mAiCo@}BaAq@oBGcA_@oBoC_D{Ig@_Jq@aDKkFg@sA_AwHGyCq@iDQkEZg@xAQ^_@b@eB@sBVk@tFaClCwCjAuBrDeEpCu@~BgBfAe@dEJXU`@mD`C_HlAiChCcBlBo@rGaGbAcEj@}EDoDSwELu@Xo@|DeElAuB`FcPb@cC^{GA}Bg@kB{DaE[qB^]nBo@`Cn@zBJhChB^d@Pt@I~FJxCqArDCn@d@`Cr@pA~@|@Pt@e@hDOjBBpD\\hDRn@nA~AzEtEPhBWrA]d@sGrEYhBF|@d@hBfCjEDz@[|CFpDLt@tAbC~A|ApCr@~@kALoD`@mB|@aAbAgCrAyBRi@Gk@bAmBBg@t@}AHs@yBwC[y@nAeCjAqEf@VlAvBb@X\\Wv@wAtDmId@gEMqB]eBuBcDKy@h@kAzAuBz@iCrAeGZcFEy@e@yAqAaClB{E`@aBj@gIf@G\\d@nAh@t@|@f@Gb@wABcAnA}C`@eCx@fAzBTdBhM\\ET_AVQx@iDE_@SQlA{Ah@eBf@w@tCfC`@Er@qAh@a@xEbGdBsA~AaFzBeC^_ArCfCv@zAdAdA`C`ERhAtBtCT|@x@x@d@|ArAc@h@eAJs@r@E|AqDO?`@OI_@x@OpFb@jCg@_Bs@~@~@nBb@|Kh@xFjOVl@fA~Af@L`A~@~CfAdA~@Pp@SvHm@dA}A|@[j@Av@Vt@|@t@Vf@LzBz@~CLjBYjBsAjBKx@NfLOlEJx@z@rCpBbDRfAWjBcBlBKvA_AhAOfBe@hBXj@zA`Al@|A@v@^b@T@T_@dBGnAd@pFTfG@Lu@"",""resource_state"":2}",,,,,everyone,,g7243946,,4805536781,3.04,8.3,88.4,,,,,1,160.1,187,,1,,51.3,5.5,1,0,,138
