resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,average_speed,max_speed,has_heartrate,heartrate_opt_out,display_hide_heartrate_option,pr_count,total_photo_count,has_kudoed,suffer_score,description,calories,perceived_exertion,prefer_perceived_exertion,segment_efforts,photos,embed_token,available_zones
3,"{""id"":17349694,""resource_state"":1}",30’ with flipped screen,0,1800,1800,0,Rowing,4230838142,,,2020-10-22T23:09:26Z,2020-10-22T19:09:26Z,(GMT-05:00) America/Toronto,-14400,,,,,,,,0,5,0,1,0,"{""id"":""a4230838142"",""polyline"":null,""resource_state"":3}",,,1,,everyone,,,,0,0,,,,0,1,,,"This’ll probably be the go to erg sesh for awhile - there’s no reason for me to be looking at/worrying about splits haha. 

Right around where I was hoping/expecting the number to be but I was shocked at how consistent it was lol",0,,,[],"{""primary"":{""id"":null,""unique_id"":""CA80C2FB-8BF8-40DC-8406-96FAD266F2CF"",""urls"":{""100"":""https://dgtzuqphqg23d.cloudfront.net/rLtboFpvF5afvqsGArHGVB8D8NStNIZ40j7TcsLIgAI-96x128.jpg"",""600"":""https://dgtzuqphqg23d.cloudfront.net/rLtboFpvF5afvqsGArHGVB8D8NStNIZ40j7TcsLIgAI-576x768.jpg""},""source"":1},""use_primary_photo"":true,""count"":1}",2aca0d7f31c57b6198a290442c7f3ab5246d379c,[]
