resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,has_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,suffer_score
2,"{""id"":23695877,""resource_state"":1}",Dad Strides Mile TT. 5:34,1621.8,316,319,0,Run,0,4498580133,F0A649B6-6F02-4C49-84DC-EFAF16BA89FA.fit,4806709880,2020-12-20T21:37:20Z,2020-12-20T16:37:20Z,(GMT-05:00) America/Toronto,-18000,"[43.102901,-79.088287]","[43.102816,-79.089085]",,,,43.102901,-79.088287,17,11,1,1,0,"{""id"":""a4498580133"",""summary_polyline"":""cpafGx|uaNIOMESH]XQ@u@UUE[AK@MJMZBn@H`@NTHH\\LnD@VCPKNYDo@A[Oc@IMWOSCmBCiAFOHQXEPCb@Df@FLNRXPTBl@@|BCTKLOL_@@[?QKa@KOSKOAaA@qAIy@BOFOVGX?VB^HTRVTJfADvBCNARKJMFa@Ag@EUO[KKWKa@A{@HgA?e@DWLKLIZ?RD`@J\\HJPHZBfA@fAEb@@"",""resource_state"":2}",,,,,everyone,,g5351434,,4806709880,5.132,8.4,,,,191.5,190.9,8,1,,
2,"{""id"":23695877,""resource_state"":1}",Tracks w Taylor,8017.9,2327,2354,0,Run,0,4467654869,EC6EC054-5776-4442-9B7E-7931E6AA510C.fit,4774078217,2020-12-13T14:14:57Z,2020-12-13T09:14:57Z,(GMT-05:00) America/Toronto,-18000,"[45.378051,-75.658374]","[45.378446,-75.658438]",,,,45.378051,-75.658374,3,13,1,2,0,"{""id"":""a4467654869"",""summary_polyline"":""y{}sGz_xlMCHj@M\\SRGJOLk@Ac@Km@IQEEQGUAk@H[A}@Fu@VMLINIb@APBVDNRb@PTHDNDH?tCUZILKJQHi@@WCk@KYYYWGq@Ag@B]Hu@DOHQRMZEV?ZFh@HPFJTPPBv@Bn@Ix@CJALITWDMD[Bm@C[K_@MSSKMCI?e@Lo@H}@D_@NYZIVAn@Fh@N^NLTDlBMv@KNGNMLSLk@?g@Ge@O[WM[CsBFUBg@POLMTIf@@j@F^FLTVRJP@dAKXGf@C`@IPMJMNe@D[A]G]OYABc@SwCHSBYJORELCRA^Dj@N^RNXJT?fAGdAMPGHIN_@FY?i@E[K]IK_@EoADu@Ja@@UHOLQ^EXCZDb@JV\\ZRDJ?hCMXGVSLWLe@@SEk@O_@MMMGWAyA@y@JOB_@TILGTCb@@b@J`@HLNJd@Hn@ATGX?f@Kf@CNIHWJg@@[A]EQQUMGYIKAyBHg@HSHSTGTCb@Dh@HRRZLHVF`AIrAGVEJGT[J]BUAa@EOWm@KIu@Ge@Hq@@a@He@DQJGHITGb@Bj@DTNZRTHBb@Bf@IpAKd@IJGPOHUFg@Cg@GSQYKI[Eo@@uBPYHKFKRK\\Cb@BPL\\X\\NHVDjCUXITMR_@FU@[AYKc@OSGCa@GMFQDW?QDUCSDMCc@F[NMPK\\CZBd@HZLRLHXBp@CbBQXGJINQLa@B]Ce@K]KMOI]Iq@Bk@Jq@B[HWPILQd@APDj@FNV`@XLPBZAnAOjAQV]DMD_@@i@GWWa@UGY?iCN]JMH]f@ETAf@FZNZTNNDr@?j@MjAGRCHEHOL_@D[Co@EYEOUQKE]CcANm@@i@H]VMRIp@Dd@H^HNPJN@f@EV?b@E^Aj@GPI\\i@Fe@?g@GWS[YQYCO?iAPu@DQDMLUZIXAV?VJf@HRHHNFJ@hBIpAOTUL_@Dc@Ag@CUGOOOQG]A{AJy@JWJKHOZC`@?RFh@V^HDTDbA@`BONEDE^y@Fc@AOQi@WWMIKAU@oANy@FODMFGHWl@C^F`@JXPNNFr@?NEr@Bl@EHCVUVc@DS@i@Ic@IQMMe@Oi@JY?aBDSHQPO\\E^@VLf@HTVTXH\\@tBOPCXST]Hc@@YGi@EM[_@KEQAa@@wANy@NOHMTIh@A\\Hn@LRVN\\DNC"",""resource_state"":2}",,,,,everyone,,g5351434,,4774078217,3.446,8,1,,1,97.4,95.8,0,0,,92
2,"{""id"":23695877,""resource_state"":1}",Sole Mates Saturday Pt. 2,3453.7,1044,1050,15.3,Run,0,4463830599,1782CA30-82EA-47D9-8B5D-D13F99C5FB9C.fit,4770053627,2020-12-12T14:40:45Z,2020-12-12T09:40:45Z,(GMT-05:00) America/Toronto,-18000,"[45.454357,-75.650202]","[45.45619,-75.655424]",,,,45.454357,-75.650202,0,7,0,3,0,"{""id"":""a4463830599"",""summary_polyline"":""uxltGxlvlMhBoAfA_A\\UZO\\Kn@GnBfAvA`AxGjF`Ax@NRDLHj@VxGXpN^`HDnDJ~CN~GXdGBhDAf@ETUTe@T_@FuCP_CH[FSFSNMPQ^a@lAOXWVc@RmAN[H[NYT]f@]t@e@rAOx@G~@GfBAnABxBE~@OPQLa@PgAR{BXa@?[GEEMe@Gg@K_MEaAYmCGsAEqDO}G]_GOmIUyE]gN"",""resource_state"":2}",,,,,everyone,,g5351428,,4770053627,3.308,4.9,1,,1,69,52.6,0,0,,40
2,"{""id"":23695877,""resource_state"":1}",Sole Mates Saturday,11774.2,3567,3611,32.7,Run,0,4463830704,17BF9891-A07A-4567-B8FF-84EBC1B5DCCE.fit,4770053522,2020-12-12T13:39:44Z,2020-12-12T08:39:44Z,(GMT-05:00) America/Toronto,-18000,"[45.454943,-75.651286]","[45.454793,-75.651151]",,,,45.454943,-75.651286,0,11,0,4,0,"{""id"":""a4463830704"",""summary_polyline"":""k|ltGpsvlMVKdB}ACuB@KLMZUx@_@jBeAl@Uf@GV?RDl@XnAjAnDnCvClB`@PRBPCl@_@PENAbAHrA?~@WbAQ^IhAi@nCyAzD_CfBq@xAy@rAk@fCmAnAs@zB_A|HaEhAa@rAs@xAm@p@SfBa@tAg@^SjA}@t@e@^Ot@QXKj@[fAu@~BoAfBy@pBq@j@W~@g@xAaAr@a@jBy@dBe@p@UdAi@tEeCnDuAdBkAbBg@PMPQf@y@~Bo@~B}@~FaD`Bs@xBw@j@Wr@a@x@s@HGLCHj@L|DB`DA`DLnD@hEDr@Lt@JNVN\\FTBh@AfBMpCIV?TFDFFRD`@BdAB`Ed@dMFpGRrFVzIZ`GBrAMzCMvA[jBs@bCSz@WpBClAFvAFv@NdAXnAh@`BHj@YjAuA`E{AtDu@|A]j@_@`@gAx@}@f@OH]DuBRaB^sARsC\\kAFqCXaEv@sBn@eARiG`AmBb@qAJo@JoFdBi@T}ClBoAbA]\\]d@u@nAoAdBsC`GmAtCw@vCcA`D[dBg@fEaBdV]vDY~BOt@KROLMDMAWGSMuBaB]]W_@Wm@g@uA_A_D_@cAmA}BWYo@e@Yc@_@cA_AcE[cA[u@]m@[e@k@q@_@]e@W{C}@m@GuAAc@Co@Io@Sk@a@sAeBu@o@OGcBYe@Mq@Yq@a@[Y[_@wA}Ba@y@Si@{AaFa@wB]wCKoDW{DCkF[sJIwEKaBU_COiBCcACeEGqBEq@AEK?{@LQ@UCICM_@Ki@[kCKk@w@{@S[Q_@a@uAKUKISBqAf@i@HSWOc@g@iCOe@ISUYMISGc@A]HqAl@c@FGAWc@a@yAMW]@{@PU@"",""resource_state"":2}",,,,,everyone,,g5351428,,4770053522,3.301,5.4,1,,1,75.7,55.3,0,0,,91
2,"{""id"":23695877,""resource_state"":1}",SOLE MATES Hump Day Hustle!,5699.3,1880,2112,15.6,Run,0,4451746446,FB5047B2-54AB-4014-AFBA-4BD35E4EE01F.fit,4757344424,2020-12-09T19:59:32Z,2020-12-09T14:59:32Z,(GMT-05:00) America/Toronto,-18000,"[45.397667,-75.685358]","[45.4062,-75.681826]",,,,45.397667,-75.685358,1,16,1,3,0,"{""id"":""a4451746446"",""summary_polyline"":""kvatGnh}lMeCnA[JWDy@Bs@D_@HWJe@ZeD~C]NaAT[LmBhAcDtAKBQIk@Rq@`@oBjBNx@v@hDrArEf@|BlC~HrAxETh@JNF@N?\\MxAgAxCsCr@k@n@cA\\Wb@WxAm@x@i@f@WnBy@dEkBXSNUAOG_@sAwDs@aCQ_AHu@h@wBNw@d@kEBgACw@Gi@G[KYIOMKc@Bq@V[FWCEI?UH]LSXSj@Y~Ag@dB{@ZIJ@DDDd@CpBGrACFEIK]EU?gCEu@UoBG{@CmDC_A[eC[_Bg@sAi@w@m@i@mDyC}A}Ao@c@u@]kEo@cBc@y@Km@?e@Jg@Rc@ZkAdAs@`@s@TkATw@Zs@d@yAnAcBj@uA\\uAb@_EhAoB^m@FoBFu@?sBSu@Co@FgAVe@R}CfBqCjB_B|@MJEH@VXpAh@xALRJJNFN@PKJQ\\_BHSLQVUdAq@zA{Ad@[VMZGdCSnAEjB[lAEvBDhAG"",""resource_state"":2}",,,,,everyone,,g5740633,,4757344424,3.032,6.4,1,,1,72.9,63.8,0,0,,41
2,"{""id"":23695877,""resource_state"":1}",Dad Strides Track Workout,7668.5,2090,2103,0,Run,0,4443568873,9BF14F15-760D-4D90-8D70-F873AD0A259F.fit,4748752496,2020-12-07T21:46:00Z,2020-12-07T16:46:00Z,(GMT-05:00) America/Toronto,-18000,"[45.377839,-75.658399]","[45.378576,-75.658395]",,,,45.377839,-75.658399,3,15,5,1,0,"{""id"":""a4443568873"",""summary_polyline"":""mz}sG~_xlMb@UPOLUH[De@AIOc@KOMIUAg@Fs@Aw@LOLS^WbABRLVJJRB\\EbCMTINMFOFW@]A]EQIUSQQEa@?]HoBTODQNIPEVCb@B\\HXRVVHT?lAOz@GXERKLQFWBm@E_@M[MOUQQ?_@Fk@ByAP[VKRGX?b@F^JXNPJFPBl@KxBSNGNON]D]Ck@GWKQSOOCm@Bi@H}@Fa@HOJQRK\\C^DZFVVZTJJ@nAUnAAJAPKJOJWD[Ae@E]OUKIi@E}CPMDQTGRG`@?b@DVLXHHPFHB^AnBMf@GTUNe@Dg@?SCOISUU[MQ?_@D[@k@Nc@@QBKFOROXCV@d@H\\HPRTHDN@bAMrAGVIPSNg@DYAc@Og@QWIEOCUAqC^WHOLMXCd@B`@FRVXPNPDf@EnBKPCJENMPc@BWAm@I_@MSSMOEwAJuARYNWVGPA^R|@HRTPXBfD]XOJOFWBc@Ca@Mc@KMUK]?c@B]?_BLQFY^GV?VLr@FRPXPJ^?dCUVELKRWFWDc@ASKc@QWKKKCk@BmAPe@D[JQJSXGT?b@BPLd@RTLFN?~@Ox@C~@OJIP[FW@YAUKa@MUKMMC[?kCRWDQLSXI\\?XF`@JVVVTJ|@CREh@Er@KPKR[FWDe@CYMa@IMWKS?qCNc@H[XIREN?ZBXPp@TVLDR?pCWXGJIPUJa@Be@C[G_@SSYIW@[Fi@Dw@Bi@HSRMPM^?TFd@JZTVRF~@EjBOXINQLYFUB]G[Se@QOSE{BJm@AWHKHKLKXKr@Db@d@p@XHtCOREVIVWHOH_AESQc@OO[GmAH_ABSBWJKHMTIZC^F^Nf@FHRF^AbBU|@ELCHGNi@Dc@Mu@O[KKGA_@@oAN_AD]NONOb@EX@VDXHTVXJFH?v@GZGz@G^GZUDIL]@QCe@Ig@IS[OQ?iANgAH_@JYRELGTAf@DZHV^\\PD\\CvBK\\ILGJOJ_@Hk@?UI[Q]KIKCa@@eAJs@@u@JMDONGP?^Ff@DXR^NLRHx@EnBQNEJEFKHSHg@?YIi@ISUQKGcBLuAFQDUNKPCVBl@Nh@`@b@JB"",""resource_state"":2}",,,,,everyone,,g5351434,,4748752496,3.669,7.1,1,,1,97.1,95.8,1,0,,85
2,"{""id"":23695877,""resource_state"":1}",15 w Levi,15020,4383,4383,23.5,Run,0,4433138301,3750D948-9569-427D-B140-14609BEE9005.fit,4737739324,2020-12-05T13:37:19Z,2020-12-05T08:37:19Z,(GMT-05:00) America/Toronto,-18000,"[45.45435,-75.650593]","[45.456219,-75.644365]",,,,45.45435,-75.650593,0,9,0,2,0,"{""id"":""a4433138301"",""summary_polyline"":""uxltGfovlM@{@BMJ]T[fAw@v@u@ZUn@UVET@PB^LrCfBnFxEp@h@XNPDNBRAJEN]FUDk@FmEEy@O{@w@gCo@_CKYKQYJwA|@k@Re@JQ@[C_AUoAc@q@[gC_ByBkAwAcAcBeAWUmAwA{AoAc@UKCY?SFONUn@mAfJS~@Yx@[r@Yh@oCxDkA`CiBzCq@|AWbAg@fCg@`BS~@[~BIvAC~@?f@D~@^lCJdAJpCDlEf@fD^fFH~AFpEFbAN~@n@hCf@xC|@pDr@rEZpDF|AAnBMlC?f@n@fFTxAl@zB~@|BThAHbAEtDHfBA@SOSSm@_AYq@UaAk@uHy@oGwAmIk@kEu@wEs@uGi@wDWkDk@oDWwDg@oDGy@IsCGu@]yBQkCOq@O_@y@_BWs@Oq@UcCWsEq@sE}A{Qo@wEu@}CIo@MkBMgA{@oFk@uCMaAO{HBoCEs@OcBEmAHyIViFFeG?cCMiFDcEBoBVyGFaFNoGPeLN{B^eCDi@AgAOwACq@@WTgBFaAJaDA_BEoBUiEMeJQoFq@wMm@gJwAeNc@sDGeAGcCC}JEo@YmBKoAGaC[yGQcOK{DYeFa@_Lc@sEGsACmB@mDGiD@kA?nAJjE@rHF|@^~DHpEFfAP~CZrDDhADlGJzBDlEJfDJ~EJtB\\hCDh@BdJDxBJhBlA`Mf@~EVhEZnDd@fIHlDLlC@lCNvHDj@TpBF`B@vAE`CGvAQfBEv@?f@JdAAr@MjBc@hFEpBCtDUnKBrADf@H`@T^r@j@HRBR?b@Gh@q@nDKjA@fBNjCPdAPv@Th@FFTFp@BrFY|DEtAB\\DRFHZHxAPx@Z`A`BlEb@z@vAlBbA~AzEfKZv@\\zAPvAHpAPbG"",""resource_state"":2}",,,,,everyone,,g5351428,,4737739324,3.427,5.2,1,,1,68,44.3,0,0,,145
2,"{""id"":23695877,""resource_state"":1}",Tempo 5k w Taylor,5013.5,1322,1330,12.7,Run,0,4429715285,875039C9-ACBD-45F5-BAF9-326F43B4A8AA-activity.fit,4734110257,2020-12-04T19:17:24Z,2020-12-04T14:17:24Z,(GMT-05:00) America/Toronto,-18000,"[45.397626,-75.685187]","[45.403791,-75.682404]",,,,45.397626,-75.685187,4,10,0,1,0,"{""id"":""a4429715285"",""summary_polyline"":""cvatGlg}lMV]FCHIJCFKJGTa@BkAFSJ{AIiASuAaBiES[SSOSWQs@s@k@Mo@[GKAGA_@MWq@QQMG?WUSKe@Me@IOAa@HQ?}@XMBK?}@Gm@SQCk@FYPAH@PNb@P|@PXPj@FJb@\\j@\\TVXx@Nx@n@|AV|@Lj@JPFPLPZDZd@P^`@|A^z@NNJRFZHLJ^Nr@BFJFd@Gh@WLKPI`@IPQXS^Mh@Kr@YPM\\ML?`@QjAi@v@Dh@UB@BNA|@Bf@MvCA@C?IOMa@@yBEu@Aq@KaACaAEq@?s@C[AkAIs@Ci@e@eCKy@Su@KSw@aAm@m@mBgB[UOSa@[eAiAg@c@QKWOu@Qg@?_@GSGMA{A[M?s@Og@KUAKCYA_@DYHqAz@{AnAYDOJm@J}@TKFi@NQFa@TqAtAKDSN[D}@\\M@g@NG?g@Jo@TGAOBo@XQDWLc@NKHM@i@PqANKAKDS@g@Hq@?]@EBo@?sAKE@e@Im@EgAFYFMFUFaAf@w@d@MNoAb@]Tm@r@c@Hw@f@SDKHYJONAR@TVh@Hd@Rl@H`@JTRLRD^@LEHQH[JkA@GT]LIF?`Aq@NQTMX[v@s@PKRGb@CJ@p@W^Gb@Cz@Bj@El@WXELBh@Cv@@fAEZBj@ALCLAfAWlAI\\GL?lCXDDh@P\\\\D?TN@J\\r@"",""resource_state"":2}",,,,,everyone,,g5351434,,4734110257,3.792,5.2,,,,73.4,63.8,1,0,,
2,"{""id"":23695877,""resource_state"":1}",A Little Bit Faster Now,7623.6,2120,2166,57.1,Run,0,4426382528,27FDC71C-6EFE-4E6C-9217-1BEB44861ED3-activity.fit,4730577840,2020-12-03T21:22:39Z,2020-12-03T16:22:39Z,(GMT-05:00) America/Toronto,-18000,"[45.39761,-75.685204]","[45.397589,-75.685131]",,,,45.39761,-75.685204,4,16,2,1,0,"{""id"":""a4426382528"",""summary_polyline"":""avatGpg}lMBGJKRGJId@MlBkA^I^]LGF?f@_@l@WXAPIJGVYjAWTI\\UJMj@UPMBDNCRIXSbA[\\SVWh@UTSRIJSTOf@e@NSHSTYRQZg@`@c@PMNWb@a@r@mARQj@w@h@g@v@sAXc@n@u@P]x@mAd@{@f@y@Xm@h@{@v@_BRUvB}CFYZ]`@w@NQHUrA}Ad@s@^[j@s@VSTa@RY~@cAJQn@e@LO`@Q`@a@j@a@X[jByAPYNOTMh@Qd@a@p@a@RU^[XOf@e@l@]Ze@PMn@k@Rc@PQP[n@q@Zg@Z]t@kA`@e@n@i@dAa@j@]hBm@dB{@PCj@]Do@FQ\\o@Di@OyA?{@Ec@@OGeAIcC?s@DgBGaA@SO}B@WAaBEq@EWCu@?aCK_AKyDOcC?QBGDA`@?f@LxAOBEH[Bq@BOLEp@CXETSFMFQ@S?u@EYMUQIOEa@Ci@FYDm@?e@Fa@ZGJKj@AXLn@XZVLPBLCR@XIdBOPGHMFOJk@CcAU_@OIa@CY@m@Lq@?c@DQDMHKLK`@AP?RJl@FLTXRHR@f@EP@FBFLBp@AZEDUOUDW?e@FM?OGKCQDKV?~@PjC?`@Fp@@|@Fr@Er@@fAFz@AbAJjC@hA@`@@z@K^Cd@QPAHAXJbEJlA@dADh@?b@JjB@d@C\\QNYHu@\\KHQ@YNyAh@]Pe@Lw@^cAz@e@d@gAxA[XWf@[d@a@^w@jAg@d@]d@OJ{@v@w@f@]RkClBg@Vg@h@CHy@p@WZqBlA_@ZUXKBc@b@S^QRIP{AlBIBSZ[Rc@h@gAhBy@dAQZENUXk@z@GNyAnB]v@m@fAUl@WZWf@WZo@hAOPO\\U^YZk@~@_@d@S\\SRo@bAc@d@_AtAeBbBUh@a@f@w@p@ORGBc@b@a@VSTwBbAYZ[NACAB?CEBEEIPQPeAl@o@Jc@Tc@HqAh@UPo@XiBr@kAj@IF[LUFc@TQF"",""resource_state"":2}",,,,,everyone,,g5740633,,4730577840,3.596,4.8,,,,97.7,59,2,0,,
2,"{""id"":23695877,""resource_state"":1}",8k w Levi,8754.3,2611,2637,17.9,Run,0,4422126600,AB83B0EC-528D-45E4-8F23-239FE0327613-activity.fit,4726094676,2020-12-02T20:03:07Z,2020-12-02T15:03:07Z,(GMT-05:00) America/Toronto,-18000,"[45.397552,-75.685273]","[45.396876,-75.685178]",,,,45.397552,-75.685273,1,11,2,2,0,"{""id"":""a4422126600"",""summary_polyline"":""uuatG~g}lMa@GXMRSFOLKLSLINSLKFSFa@F{ABsAGy@UcAQe@]o@_@aAKMSMM]s@cAyAmAg@Wc@]Ue@QQgBkAm@e@qAm@aAYk@Gw@@SJ_@XyAvAaBdA_@`@m@^YRi@n@o@~@k@`@]Pq@RQHQDWAoAL_AG[BWCGGF_F?aBCKC?SFQ@_@RCA@I\\e@XQHB\\?RVHBl@BxAUj@Qd@Yv@o@|A{@\\Ih@E\\EjAa@hBgBTM`@Yx@ObAHfCn@f@@z@NVA\\D^Hf@Rd@ZbA|@b@h@t@r@f@^~B`CRXRJl@hAPh@\\xB@^JbAFjADfEHtALz@?nAGlBHxB@`BH`ARvA\\`Bt@tAHVX`@J\\LR\\^Tj@NNpApBt@bBJf@R|AB`@TfB@VAfCFdCIhB@h@CtD?hBFr@VhB@`Az@nB~B~DVj@hAlBpAjBl@bAj@t@T`@b@\\LPNHPDh@APDZ?hAFj@C|A@FCz@?pASn@Oh@Aj@Mv@Gp@Qb@EP?bAKx@W`@ArAWP?PEP?n@Ml@Sr@DTFp@An@BHAT@ZART@F?PCJ?f@ODK@UCS@[?}@Fs@@UDiA@UD]J[@KBM?a@N}@LIF_@Hi@D{@P_@Bo@LYBcAPIDcBTUJe@^g@RYHs@Fg@?ODg@`@SFc@?e@Go@@g@KIGYKc@Gu@@gAn@SRg@x@]z@Md@]`AmAdEQLs@DYAg@I}@WUAKDMNKVEZIt@c@v@q@nBMPOP_BlAY\\OHKLM@SJOPU`@KFG@OCq@Y}@}@WWe@WGKe@]W[Sa@Ki@Gs@@q@RiAp@oBJg@Re@Ps@Nw@H}@f@iCHS^y@\\k@PQ\\s@fAyAXWZ_@NUx@}@h@w@JWD[LWPYh@k@b@_AVq@Hg@J_ABeAQcCMu@Kc@DW@k@L_BDeBC[@mADo@@eAJeE?mAEqAKq@AW{@{CMQISWa@]y@}BqCMYYe@]eAo@sAKw@Cg@McA_@eCWuE@wAAQIME?EBG?ULUAC@?F"",""resource_state"":2}",,,,,everyone,,g5740633,,4726094676,3.353,5,,,,71.6,63.7,0,0,,
