id,book,rating,votes,spoiler_flag,spoilers_state,shelves,recommended_for,recommended_by,started_at,read_at,date_added,date_updated,read_count,body,comments_count,url,link,owned
3727921314,"{""id"":{""_"":""25350"",""type"":""integer""},""isbn"":""0007157150"",""isbn13"":""9780007157150"",""text_reviews_count"":{""_"":""2818"",""type"":""integer""},""uri"":""kca://book/amzn1.gr.book.v1.RFklA94v31rcmxJ_cZYXvg"",""title"":""Out of the Silent Planet (The Space Trilogy, #1)"",""title_without_series"":""Out of the Silent Planet"",""image_url"":""https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310984018l/25350._SX98_.jpg"",""small_image_url"":""https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310984018l/25350._SY75_.jpg"",""large_image_url"":"""",""link"":""https://www.goodreads.com/book/show/25350.Out_of_the_Silent_Planet"",""num_pages"":""224"",""format"":""Paperback"",""edition_information"":"""",""publisher"":""HarperCollins"",""publication_day"":""5"",""publication_year"":""2005"",""publication_month"":""12"",""average_rating"":""3.91"",""ratings_count"":""77197"",""description"":""In the first novel of C.S. Lewis's classic science fiction trilogy, Dr Ransom, a Cambridge academic, is abducted and taken on a spaceship to the red planet of Malacandra, which he knows as Mars. His captors are plotting to plunder the planet's treasures and plan to offer Ransom as a sacrifice to the creatures who live there. Ransom discovers he has come from the 'silent planet' – Earth – whose tragic story is known throughout the universe..."",""authors"":{""author"":{""id"":""1069006"",""name"":""C.S. Lewis"",""role"":"""",""image_url"":{""_"":""\nhttps://images.gr-assets.com/authors/1564671804p5/1069006.jpg\n"",""nophoto"":""false""},""small_image_url"":{""_"":""\nhttps://images.gr-assets.com/authors/1564671804p2/1069006.jpg\n"",""nophoto"":""false""},""link"":""https://www.goodreads.com/author/show/1069006.C_S_Lewis"",""average_rating"":""4.15"",""ratings_count"":""6052301"",""text_reviews_count"":""141114""}},""published"":""2005"",""work"":{""id"":""879622"",""uri"":""kca://work/amzn1.gr.work.v1.VnTSj84DMpxbCHCVanvawQ""}}",5,0,false,none,"{""shelf"":{""name"":""read"",""exclusive"":""true"",""id"":""412513505"",""review_shelf_id"":""""}}",,,,,Wed Dec 30 11:02:21 -0800 2020,Wed Dec 30 11:02:21 -0800 2020,2,"
  ",0,https://www.goodreads.com/review/show/3727921314,https://www.goodreads.com/review/show/3727921314,0
3727900050,"{""id"":{""_"":""121749"",""type"":""integer""},""isbn"":""000720230X"",""isbn13"":""9780007202300"",""text_reviews_count"":{""_"":""4693"",""type"":""integer""},""uri"":""kca://book/amzn1.gr.book.v1.bpDX0-QjSPi6QczJuF9c3w"",""title"":""Prince Caspian (Chronicles of Narnia, #2)"",""title_without_series"":""Prince Caspian"",""image_url"":""https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308814880l/121749._SX98_.jpg"",""small_image_url"":""https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308814880l/121749._SY75_.jpg"",""large_image_url"":"""",""link"":""https://www.goodreads.com/book/show/121749.Prince_Caspian"",""num_pages"":""240"",""format"":""Hardcover"",""edition_information"":"""",""publisher"":""HarperCollins Publishers"",""publication_day"":""20"",""publication_year"":""2005"",""publication_month"":""6"",""average_rating"":""3.97"",""ratings_count"":""356293"",""description"":""<b>The four Pevensies help Caspian battle Miraz and ascend his rightful throne</b><br /><br />NARNIA... the land between the lamp-post and the castle of Cair Paravel, where animals talk, where magical things happen... and where the adventure begins.<br /><br />Peter, Susan, Edmund, and Lucy are returning to boarding school when they are summoned from the dreary train station (by Susan's own magic horn) to return to the land of Narnia—the land where they had ruled as kings and queens and where their help is desperately needed."",""authors"":{""author"":{""id"":""1069006"",""name"":""C.S. Lewis"",""role"":"""",""image_url"":{""_"":""\nhttps://images.gr-assets.com/authors/1564671804p5/1069006.jpg\n"",""nophoto"":""false""},""small_image_url"":{""_"":""\nhttps://images.gr-assets.com/authors/1564671804p2/1069006.jpg\n"",""nophoto"":""false""},""link"":""https://www.goodreads.com/author/show/1069006.C_S_Lewis"",""average_rating"":""4.15"",""ratings_count"":""6052301"",""text_reviews_count"":""141114""}},""published"":""2005"",""work"":{""id"":""3348636"",""uri"":""kca://work/amzn1.gr.work.v1.H-ohVyc4KepJj6Mks4lNKw""}}",5,0,false,none,"{""shelf"":{""name"":""read"",""exclusive"":""true"",""id"":""412513505"",""review_shelf_id"":""""}}",,,,,Wed Dec 30 10:53:37 -0800 2020,Wed Dec 30 10:53:37 -0800 2020,1,"
  ",0,https://www.goodreads.com/review/show/3727900050,https://www.goodreads.com/review/show/3727900050,0
3727896778,"{""id"":{""_"":""65605"",""type"":""integer""},""isbn"":""0060764902"",""isbn13"":""9780060764906"",""text_reviews_count"":{""_"":""8551"",""type"":""integer""},""uri"":""kca://book/amzn1.gr.book.v1.FAyIfRJe2Ta_vmdCiMIy0A"",""title"":""The Magician's Nephew (Chronicles of Narnia, #6)"",""title_without_series"":""The Magician's Nephew"",""image_url"":""https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308814770l/65605._SX98_.jpg"",""small_image_url"":""https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308814770l/65605._SY75_.jpg"",""large_image_url"":"""",""link"":""https://www.goodreads.com/book/show/65605.The_Magician_s_Nephew"",""num_pages"":""221"",""format"":""Paperback"",""edition_information"":"""",""publisher"":""HarperCollins Publishers"",""publication_day"":""4"",""publication_year"":""2005"",""publication_month"":""5"",""average_rating"":""4.04"",""ratings_count"":""420686"",""description"":""<i>The secret passage to the house next door leads to a fascinating adventure</i><br /><br />NARNIA...where the woods are thick and cold, where Talking Beasts are called to life...a new world where the adventure begins.<br /><br />Digory and Polly meet and become friends one cold, wet summer in London. Their lives burst into adventure when Digory's Uncle Andrew, who thinks he is a magician, sends them hurtling to...somewhere else. They find their way to Narnia, newborn from the Lion's song, and encounter the evil sorceress Jadis before they finally return home."",""authors"":{""author"":{""id"":""1069006"",""name"":""C.S. Lewis"",""role"":"""",""image_url"":{""_"":""\nhttps://images.gr-assets.com/authors/1564671804p5/1069006.jpg\n"",""nophoto"":""false""},""small_image_url"":{""_"":""\nhttps://images.gr-assets.com/authors/1564671804p2/1069006.jpg\n"",""nophoto"":""false""},""link"":""https://www.goodreads.com/author/show/1069006.C_S_Lewis"",""average_rating"":""4.15"",""ratings_count"":""6052301"",""text_reviews_count"":""141114""}},""published"":""2005"",""work"":{""id"":""1031537"",""uri"":""kca://work/amzn1.gr.work.v1.Zoi8K_dJKVLyejRF7QvTCQ""}}",5,0,false,none,"{""shelf"":{""name"":""read"",""exclusive"":""true"",""id"":""412513505"",""review_shelf_id"":""""}}",,,,,Wed Dec 30 10:52:14 -0800 2020,Wed Dec 30 10:52:14 -0800 2020,1,"
  ",0,https://www.goodreads.com/review/show/3727896778,https://www.goodreads.com/review/show/3727896778,0
3727901136,"{""id"":{""_"":""84369"",""type"":""integer""},""isbn"":""0007202326"",""isbn13"":""9780007202324"",""text_reviews_count"":{""_"":""4291"",""type"":""integer""},""uri"":""kca://book/amzn1.gr.book.v1.kDaUec0pmT9zEOZt2xy_Yw"",""title"":""The Last Battle (Chronicles of Narnia, #7)"",""title_without_series"":""The Last Battle"",""image_url"":""https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308814830l/84369._SX98_.jpg"",""small_image_url"":""https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308814830l/84369._SY75_.jpg"",""large_image_url"":"""",""link"":""https://www.goodreads.com/book/show/84369.The_Last_Battle"",""num_pages"":""288"",""format"":""Paperback"",""edition_information"":"""",""publisher"":""HarperCollins Publishers"",""publication_day"":""20"",""publication_year"":""2005"",""publication_month"":""6"",""average_rating"":""4.01"",""ratings_count"":""227951"",""description"":""This edition of Lewis's classic fantasy fiction is packaged specifically for adults. Complementing the look of the author's non-fiction books, and anticipating the forthcoming Narnia feature films, this edition contains an exclusive P.S. section about the history of the book, plus a round-up of the first six titles."",""authors"":{""author"":{""id"":""1069006"",""name"":""C.S. Lewis"",""role"":"""",""image_url"":{""_"":""\nhttps://images.gr-assets.com/authors/1564671804p5/1069006.jpg\n"",""nophoto"":""false""},""small_image_url"":{""_"":""\nhttps://images.gr-assets.com/authors/1564671804p2/1069006.jpg\n"",""nophoto"":""false""},""link"":""https://www.goodreads.com/author/show/1069006.C_S_Lewis"",""average_rating"":""4.15"",""ratings_count"":""6052301"",""text_reviews_count"":""141114""}},""published"":""2005"",""work"":{""id"":""1059917"",""uri"":""kca://work/amzn1.gr.work.v1.b9Jos3jIdMT-ot-thv10jw""}}",5,0,false,none,"{""shelf"":{""name"":""read"",""exclusive"":""true"",""id"":""412513505"",""review_shelf_id"":""""}}",,,,,Wed Dec 30 10:54:02 -0800 2020,Wed Dec 30 10:54:57 -0800 2020,1,"
  ",0,https://www.goodreads.com/review/show/3727901136,https://www.goodreads.com/review/show/3727901136,0
3727900828,"{""id"":{""_"":""65641"",""type"":""integer""},""isbn"":{""nil"":""true""},""isbn13"":{""nil"":""true""},""text_reviews_count"":{""_"":""3673"",""type"":""integer""},""uri"":""kca://book/amzn1.gr.book.v1.rMKAo5Jm_FlnEwH-YPkbLw"",""title"":""The Silver Chair (Chronicles of Narnia, #4)"",""title_without_series"":""The Silver Chair"",""image_url"":""https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336139237l/65641._SX98_.jpg"",""small_image_url"":""https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336139237l/65641._SX50_.jpg"",""large_image_url"":"""",""link"":""https://www.goodreads.com/book/show/65641.The_Silver_Chair"",""num_pages"":""243"",""format"":""Paperback"",""edition_information"":"""",""publisher"":""HarperCollins"",""publication_day"":""2"",""publication_year"":""2008"",""publication_month"":""1"",""average_rating"":""3.95"",""ratings_count"":""244697"",""description"":""<i>Jill and Eustace must rescue the Prince from the evil Witch</i>.<br /><br />NARNIA...where owls are wise, where some of the giants like to snack on humans, where a prince is put under an evil spell...and where the adventure begins.<br /><br />Eustace and Jill escape from the bullies at school through a strange door in the wall, which, for once, is unlocked. It leads to the open moor...or does it? Once again Aslan has a task for the children, and Narnia needs them. Through dangers untold and caverns deep and dark, they pursue the quest that brings them face to face with the evil Witch. She must be defeated if Prince Rillian is to be saved."",""authors"":{""author"":{""id"":""1069006"",""name"":""C.S. Lewis"",""role"":"""",""image_url"":{""_"":""\nhttps://images.gr-assets.com/authors/1564671804p5/1069006.jpg\n"",""nophoto"":""false""},""small_image_url"":{""_"":""\nhttps://images.gr-assets.com/authors/1564671804p2/1069006.jpg\n"",""nophoto"":""false""},""link"":""https://www.goodreads.com/author/show/1069006.C_S_Lewis"",""average_rating"":""4.15"",""ratings_count"":""6052301"",""text_reviews_count"":""141114""}},""published"":""2008"",""work"":{""id"":""1419727"",""uri"":""kca://work/amzn1.gr.work.v1.RJpY6UDWmw84p1llLhHLQA""}}",3,0,false,none,"{""shelf"":{""name"":""read"",""exclusive"":""true"",""id"":""412513505"",""review_shelf_id"":""""}}",,,,,Wed Dec 30 10:53:55 -0800 2020,Wed Dec 30 10:54:51 -0800 2020,1,"
  ",0,https://www.goodreads.com/review/show/3727900828,https://www.goodreads.com/review/show/3727900828,0
3727917567,"{""id"":{""_"":""136251"",""type"":""integer""},""isbn"":{""nil"":""true""},""isbn13"":{""nil"":""true""},""text_reviews_count"":{""_"":""54844"",""type"":""integer""},""uri"":""kca://book/amzn1.gr.book.v1.J45EZhldLHRv1GBWdMc7Uw"",""title"":""Harry Potter and the Deathly Hallows (Harry Potter, #7)"",""title_without_series"":""Harry Potter and the Deathly Hallows"",""image_url"":""https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474171184l/136251._SX98_.jpg"",""small_image_url"":""https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474171184l/136251._SY75_.jpg"",""large_image_url"":"""",""link"":""https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"",""num_pages"":""759"",""format"":""Hardcover"",""edition_information"":""First American Edition"",""publisher"":""Arthur A. Levine Books"",""publication_day"":""21"",""publication_year"":""2007"",""publication_month"":""7"",""average_rating"":""4.62"",""ratings_count"":""2860217"",""description"":""Harry Potter is leaving Privet Drive for the last time. But as he climbs into the sidecar of Hagrid’s motorbike and they take to the skies, he knows Lord Voldemort and the Death Eaters will not be far behind.<br /><br />The protective charm that has kept him safe until now is broken. But the Dark Lord is breathing fear into everything he loves. And he knows he can’t keep hiding.<br /><br />To stop Voldemort, Harry knows he must find the remaining Horcruxes and destroy them.<br /><br />He will have to face his enemy in one final battle.<br />--jkrowling.com"",""authors"":{""author"":{""id"":""1077326"",""name"":""J.K. Rowling"",""role"":"""",""image_url"":{""_"":""\nhttps://images.gr-assets.com/authors/1596216614p5/1077326.jpg\n"",""nophoto"":""false""},""small_image_url"":{""_"":""\nhttps://images.gr-assets.com/authors/1596216614p2/1077326.jpg\n"",""nophoto"":""false""},""link"":""https://www.goodreads.com/author/show/1077326.J_K_Rowling"",""average_rating"":""4.46"",""ratings_count"":""26299750"",""text_reviews_count"":""593549""}},""published"":""2007"",""work"":{""id"":""2963218"",""uri"":""kca://work/amzn1.gr.work.v1.Adr1zpcHTPWrbOovOdZhlA""}}",5,0,false,none,"{""shelf"":{""name"":""read"",""exclusive"":""true"",""id"":""412513505"",""review_shelf_id"":""""}}",,,,,Wed Dec 30 11:00:47 -0800 2020,Wed Dec 30 11:00:47 -0800 2020,1,"
  ",0,https://www.goodreads.com/review/show/3727917567,https://www.goodreads.com/review/show/3727917567,0
3727917875,"{""id"":{""_"":""6"",""type"":""integer""},""isbn"":{""nil"":""true""},""isbn13"":{""nil"":""true""},""text_reviews_count"":{""_"":""34991"",""type"":""integer""},""uri"":""kca://book/amzn1.gr.book.v1.Qtinlqa0DGyf_iLtfFVrCQ"",""title"":""Harry Potter and the Goblet of Fire (Harry Potter, #4)"",""title_without_series"":""Harry Potter and the Goblet of Fire"",""image_url"":""https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554006152l/6._SX98_.jpg"",""small_image_url"":""https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554006152l/6._SX50_.jpg"",""large_image_url"":"""",""link"":""https://www.goodreads.com/book/show/6.Harry_Potter_and_the_Goblet_of_Fire"",""num_pages"":""734"",""format"":""Paperback"",""edition_information"":""First Scholastic Trade Paperback Edition"",""publisher"":""Scholastic"",""publication_day"":""28"",""publication_year"":""2002"",""publication_month"":""9"",""average_rating"":""4.56"",""ratings_count"":""2647804"",""description"":""Harry Potter is midway through his training as a wizard and his coming of age. Harry wants to get away from the pernicious Dursleys and go to the International Quidditch Cup with Hermione, Ron, and the Weasleys. He wants to dream about Cho Chang, his crush (and maybe do more than dream). He wants to find out about the mysterious event that's supposed to take place at Hogwarts this year, an event involving two other rival schools of magic, and a competition that hasn't happened for hundreds of years. He wants to be a normal, fourteen-year-old wizard. But unfortunately for Harry Potter, he's not normal - even by wizarding standards.<br /><br />And in his case, different can be deadly."",""authors"":{""author"":{""id"":""1077326"",""name"":""J.K. Rowling"",""role"":"""",""image_url"":{""_"":""\nhttps://images.gr-assets.com/authors/1596216614p5/1077326.jpg\n"",""nophoto"":""false""},""small_image_url"":{""_"":""\nhttps://images.gr-assets.com/authors/1596216614p2/1077326.jpg\n"",""nophoto"":""false""},""link"":""https://www.goodreads.com/author/show/1077326.J_K_Rowling"",""average_rating"":""4.46"",""ratings_count"":""26299750"",""text_reviews_count"":""593549""}},""published"":""2002"",""work"":{""id"":""3046572"",""uri"":""kca://work/amzn1.gr.work.v1.USb5ObBtcLXUuC3i9aoelA""}}",5,0,false,none,"{""shelf"":{""name"":""read"",""exclusive"":""true"",""id"":""412513505"",""review_shelf_id"":""""}}",,,,,Wed Dec 30 11:00:55 -0800 2020,Wed Dec 30 11:00:55 -0800 2020,1,"
  ",0,https://www.goodreads.com/review/show/3727917875,https://www.goodreads.com/review/show/3727917875,0
3727900446,"{""id"":{""_"":""84119"",""type"":""integer""},""isbn"":""0439861365"",""isbn13"":""9780439861366"",""text_reviews_count"":{""_"":""5245"",""type"":""integer""},""uri"":""kca://book/amzn1.gr.book.v1.c6emkD-eN9gzzlC5MZJp3w"",""title"":""The Horse and His Boy (Chronicles of Narnia, #5)"",""title_without_series"":""The Horse and His Boy"",""image_url"":""https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388210968l/84119._SX98_.jpg"",""small_image_url"":""https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388210968l/84119._SX50_.jpg"",""large_image_url"":"""",""link"":""https://www.goodreads.com/book/show/84119.The_Horse_and_His_Boy"",""num_pages"":""224"",""format"":""Paperback"",""edition_information"":"""",""publisher"":""Scholastic Inc"",""publication_day"":"""",""publication_year"":""1995"",""publication_month"":"""",""average_rating"":""3.91"",""ratings_count"":""281396"",""description"":""<i>The Horse and his Boy</i> is a stirring and dramatic fantasy story that finds a young boy named Shasta on the run from his homeland with the talking horse, Bree. When the pair discover a deadly plot by the Calormen people to conquer the land of Narnia, the race is on to warn the inhabitants of the impending danger and to rescue them all from certain death."",""authors"":{""author"":{""id"":""1069006"",""name"":""C.S. Lewis"",""role"":"""",""image_url"":{""_"":""\nhttps://images.gr-assets.com/authors/1564671804p5/1069006.jpg\n"",""nophoto"":""false""},""small_image_url"":{""_"":""\nhttps://images.gr-assets.com/authors/1564671804p2/1069006.jpg\n"",""nophoto"":""false""},""link"":""https://www.goodreads.com/author/show/1069006.C_S_Lewis"",""average_rating"":""4.15"",""ratings_count"":""6052301"",""text_reviews_count"":""141114""}},""published"":""1995"",""work"":{""id"":""3294501"",""uri"":""kca://work/amzn1.gr.work.v1.1Y9cxSQMI0dqBUDqAG_Z6Q""}}",4,0,false,none,"{""shelf"":{""name"":""read"",""exclusive"":""true"",""id"":""412513505"",""review_shelf_id"":""""}}",,,,,Wed Dec 30 10:53:46 -0800 2020,Wed Dec 30 10:53:46 -0800 2020,1,"
  ",0,https://www.goodreads.com/review/show/3727900446,https://www.goodreads.com/review/show/3727900446,0
3727906766,"{""id"":{""_"":""221282"",""type"":""integer""},""isbn"":""0842369082"",""isbn13"":""9780842369084"",""text_reviews_count"":{""_"":""514"",""type"":""integer""},""uri"":""kca://book/amzn1.gr.book.v1.AWS-sVkMUNA-ia8cvgXeAA"",""title"":""A Tale of Three Kings"",""title_without_series"":""A Tale of Three Kings"",""image_url"":""https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406506117l/221282._SX98_.jpg"",""small_image_url"":""https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406506117l/221282._SY75_.jpg"",""large_image_url"":"""",""link"":""https://www.goodreads.com/book/show/221282.A_Tale_of_Three_Kings"",""num_pages"":""136"",""format"":""Paperback"",""edition_information"":"""",""publisher"":""Tyndale House Publishers"",""publication_day"":""21"",""publication_year"":""1992"",""publication_month"":""5"",""average_rating"":""4.34"",""ratings_count"":""6295"",""description"":""For the many Christians who have experienced pain, loss, and heartache at the hands of other believers, this compelling story offers comfort, healing, and hope. Christian leaders and directors of religious movements throughout the world have recommended this simple, powerful, and beautiful story to their members and staff. You will want to join the thousands who have been profoundly touched by this incomparable story."",""authors"":{""author"":{""id"":""31941"",""name"":""Gene Edwards"",""role"":"""",""image_url"":{""_"":""\nhttps://images.gr-assets.com/authors/1314302950p5/31941.jpg\n"",""nophoto"":""false""},""small_image_url"":{""_"":""\nhttps://images.gr-assets.com/authors/1314302950p2/31941.jpg\n"",""nophoto"":""false""},""link"":""https://www.goodreads.com/author/show/31941.Gene_Edwards"",""average_rating"":""4.28"",""ratings_count"":""11667"",""text_reviews_count"":""1157""}},""published"":""1992"",""work"":{""id"":""214277"",""uri"":""kca://work/amzn1.gr.work.v1.m6bq3wQT2qanvklUcJlwJA""}}",5,0,false,none,"{""shelf"":{""name"":""read"",""exclusive"":""true"",""id"":""412513505"",""review_shelf_id"":""""}}",,,,,Wed Dec 30 10:56:19 -0800 2020,Wed Dec 30 10:56:19 -0800 2020,1,"
  ",0,https://www.goodreads.com/review/show/3727906766,https://www.goodreads.com/review/show/3727906766,0
3727899667,"{""id"":{""_"":""140225"",""type"":""integer""},""isbn"":""006112527X"",""isbn13"":""9780061125270"",""text_reviews_count"":{""_"":""4703"",""type"":""integer""},""uri"":""kca://book/amzn1.gr.book.v1.88LFFF7x9h0YIsn6i3FHUA"",""title"":""The Voyage of the Dawn Treader (Chronicles of Narnia, #3)"",""title_without_series"":""The Voyage of the Dawn Treader"",""image_url"":""https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343185059l/140225._SX98_.jpg"",""small_image_url"":""https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343185059l/140225._SX50_.jpg"",""large_image_url"":"""",""link"":""https://www.goodreads.com/book/show/140225.The_Voyage_of_the_Dawn_Treader"",""num_pages"":""248"",""format"":""Hardcover"",""edition_information"":"""",""publisher"":""HarperCollins"",""publication_day"":""1"",""publication_year"":""2006"",""publication_month"":""9"",""average_rating"":""4.08"",""ratings_count"":""402083"",""description"":""<b>The <i>Dawn Treader</i> will take you places you never dreamed existed.</b> <br /><br />NARNIA... the world of wicked dragons and magic spells, where the very best is brought out of even the worst people, where anything can happen (and most often does)... and where the adventure begins.<br /><br />The <i>Dawn Treader</i> is the first ship Narnia has seen in centuries. King Caspian has built it for his voyage to find the seven lords, good men whom his evil uncle Miraz banished when he usurped the throne. The journey takes Edmund, Lucy, and their cousin Eustace to the Eastern Islands, beyond the Silver Sea, toward Aslan's country at the End of the World."",""authors"":{""author"":{""id"":""1069006"",""name"":""C.S. Lewis"",""role"":"""",""image_url"":{""_"":""\nhttps://images.gr-assets.com/authors/1564671804p5/1069006.jpg\n"",""nophoto"":""false""},""small_image_url"":{""_"":""\nhttps://images.gr-assets.com/authors/1564671804p2/1069006.jpg\n"",""nophoto"":""false""},""link"":""https://www.goodreads.com/author/show/1069006.C_S_Lewis"",""average_rating"":""4.15"",""ratings_count"":""6052301"",""text_reviews_count"":""141114""}},""published"":""2006"",""work"":{""id"":""3349054"",""uri"":""kca://work/amzn1.gr.work.v1.SanmztG51NvYPPwz_hfueg""}}",4,0,false,none,"{""shelf"":{""name"":""read"",""exclusive"":""true"",""id"":""412513505"",""review_shelf_id"":""""}}",,,,,Wed Dec 30 10:53:27 -0800 2020,Wed Dec 30 10:55:03 -0800 2020,1,"
  ",0,https://www.goodreads.com/review/show/3727899667,https://www.goodreads.com/review/show/3727899667,0
